guest_name_norm,booking_id,email,paese,cibo_preferito,prima_visita,prima_visita_effettiva,check_out,durata_prima_visita,canale_prima_visita,currency,room_rate,adr_prima_visita,cancelled,net_revenue_eur,alta_stagione_prima_visita,post_promo,date_corretta,nome_ambiguo,repeat
kobayashi paolo,BK00505,paolo.kobayashi176@icloud.com,France,pesce,2024-12-26,2024-12-26,2024-12-30,4,OTA,EUR,441.11,441.11,False,1764.44,True,False,False,False,0
kowalski laura,BK00157,laura.kowalski446@outlook.com,Japan,kosher,2024-10-08,2024-10-08,2024-10-10,2,direct,EUR,225.95,225.95,False,451.9,False,False,False,False,1
kowalski sara,BK00720,sara.kowalski832@gmail.com,Germany,kosher,2025-02-24,2025-02-24,2025-02-25,1,OTA,EUR,303.64,303.64,False,303.64,False,False,False,False,0
kumar laura,BK00739,laura.kumar796@gmail.com,UK,vegetariana,2025-03-03,2025-03-03,2025-03-05,2,direct,EUR,192.6,192.6,False,385.2,False,False,False,False,0
kumar marco,BK00209,marco.kumar751@yahoo.com,France,italiana,2024-10-22,2024-10-22,2024-10-24,2,OTA,USD,269.64,248.07,False,496.14,False,False,False,False,0
kumar patricia,BK00578,patricia.kumar266@gmail.com,Switzerland,kosher,2025-01-13,2025-01-13,2025-01-15,2,OTA,USD,219.73,202.15,False,404.3,False,False,False,False,0
layla leroy,BK00741,layla.leroy716@yahoo.com,Japan,senza glutine,2025-03-03,2025-03-03,2025-03-06,3,OTA,EUR,209.58,209.58,False,628.74,False,False,False,False,0
layla meyer,BK00645,layla.meyer851@icloud.com,UK,pesce,2025-01-31,2025-01-31,2025-02-01,1,OTA,EUR,276.87,276.87,False,276.87,False,False,False,False,0
layla popov,BK00422,layla.popov982@yahoo.com,Germany,vegana,2024-12-15,2024-12-15,2024-12-18,3,direct,EUR,435.98,435.98,False,1307.94,True,False,False,False,1
layla yamamoto,BK00289,layla.yamamoto533@gmail.com,Netherlands,vegana,2024-11-15,2024-11-15,2024-11-17,2,direct,EUR,200.92,200.92,False,401.84,False,False,False,False,1
lefevre luca,BK00427,luca.lefevre147@yahoo.com,Switzerland,vegetariana,2024-12-15,2024-12-15,2024-12-19,4,OTA,USD,485.57,446.72,False,1786.88,True,False,False,False,0
lefevre omar,BK00679,omar.lefevre234@icloud.com,France,vegana,2025-02-11,2025-02-11,2025-02-18,7,OTA,EUR,265.61,265.61,False,1859.27,False,False,False,False,0
lefevre robert,BK00225,robert.lefevre23@gmail.com,UK,italiana,2024-10-27,2024-10-27,2024-10-28,1,OTA,EUR,240.38,240.38,False,240.38,False,False,False,False,0
lefevre thomas,BK00420,thomas.lefevre955@icloud.com,UK,pesce,2024-12-14,2024-12-14,2024-12-16,2,direct,EUR,416.48,416.48,False,832.96,True,False,False,False,1
leroy lucia,BK00614,lucia.leroy779@yahoo.com,UK,vegetariana,2025-01-22,2025-01-22,2025-01-25,3,OTA,EUR,246.97,246.97,False,740.91,False,False,False,False,0
leroy marco,BK00713,marco.leroy545@outlook.com,France,pesce,2025-02-20,2025-02-20,2025-02-22,2,OTA,EUR,244.14,244.14,False,488.28,False,False,False,False,0
leroy sophie,BK00467,sophie.leroy254@gmail.com,UAE,vegetariana,2024-12-21,2024-12-21,2024-12-25,4,direct,USD,397.92,366.09,False,1464.36,True,False,False,False,0
lopez priya,BK00519,priya.lopez144@icloud.com,Italy,vegana,2024-12-28,2024-12-28,2024-12-29,1,OTA,EUR,397.25,397.25,False,397.25,True,False,False,False,0
luca petrov,BK00530,luca.petrov521@yahoo.com,USA,vegetariana,2024-12-30,2024-12-30,2025-01-02,3,direct,EUR,414.7,414.7,False,1244.1,True,False,False,False,1
luca smith,BK00476,luca.smith792@outlook.com,Spain,internazionale,2024-12-22,2024-12-22,2024-12-25,3,OTA,EUR,418.75,418.75,False,1256.25,True,False,False,False,0
luca yamamoto,BK00173,luca.yamamoto155@gmail.com,Italy,kosher,2024-10-12,2024-10-12,2024-10-14,2,OTA,EUR,166.2,166.2,False,332.4,False,False,False,False,0
lucia martinez,BK00389,lucia.martinez565@outlook.com,France,senza glutine,2024-12-09,2024-12-09,2024-12-15,6,OTA,EUR,408.6,408.6,False,2451.6,True,False,False,False,0
lucia muller,BK00502,lucia.muller488@gmail.com,France,internazionale,2024-12-25,2024-12-25,2024-12-27,2,direct,USD,397.68,365.87,False,731.74,True,False,False,False,0
lucia park,BK00278,lucia.park3@outlook.com,Germany,vegana,2024-11-11,2024-11-11,2024-11-13,2,OTA,EUR,244.04,244.04,False,488.08,False,False,False,False,1
lucia patel,BK00697,lucia.patel6@yahoo.com,Spain,kosher,2025-02-16,2025-02-16,2025-02-20,4,OTA,EUR,232.59,232.59,False,930.36,False,False,False,False,0
lucia suzuki,BK00696,lucia.suzuki770@yahoo.com,Switzerland,italiana,2025-02-16,2025-02-16,2025-02-17,1,OTA,EUR,258.59,258.59,False,258.59,False,False,False,False,0
marco muller,BK00235,marco.muller813@yahoo.com,USA,senza glutine,2024-10-30,2024-10-30,2024-11-02,3,OTA,EUR,224.36,224.36,False,673.08,False,False,False,False,0
marco park,BK00751,marco.park759@outlook.com,Spain,pesce,2025-03-05,2025-03-05,2025-03-07,2,OTA,USD,218.47,200.99,False,401.98,False,False,False,False,0
marco petrov,BK00264,marco.petrov237@gmail.com,Germany,halal,2024-11-07,2024-11-07,2024-11-10,3,direct,EUR,264.99,264.99,False,794.97,False,False,False,False,0
marco ricci,BK00598,marco.ricci39@outlook.com,Spain,vegetariana,2025-01-18,2025-01-18,2025-01-19,1,OTA,EUR,236.92,236.92,False,236.92,False,False,False,False,0
marco schmidt,BK00726,marco.schmidt979@outlook.com,UAE,senza glutine,2025-02-25,2025-02-25,2025-02-26,1,direct,USD,206.05,189.57,False,189.57,False,False,False,False,1
marco singh,BK00414,marco.singh3@gmail.com,Italy,senza glutine,2024-12-13,2024-12-13,2024-12-17,4,OTA,EUR,432.78,432.78,False,1731.12,True,False,False,False,1
marco watanabe,BK00196,marco.watanabe973@icloud.com,Spain,senza glutine,2024-10-17,2024-10-17,2024-10-23,6,OTA,EUR,221.23,221.23,False,1327.38,False,False,False,False,1
marco weber,BK00658,marco.weber324@yahoo.com,Spain,vegetariana,2025-02-04,2025-02-04,2025-02-05,1,OTA,USD,228.84,210.53,False,210.53,False,False,False,False,0
marco yamamoto,BK00337,marco.yamamoto541@gmail.com,Japan,halal,2024-12-02,2024-12-02,2024-12-05,3,direct,EUR,367.16,367.16,False,1101.48,True,False,False,False,1
maria marino,BK00605,maria.marino988@yahoo.com,USA,halal,2025-01-19,2025-01-19,2025-01-22,3,direct,EUR,213.34,213.34,False,640.02,False,False,False,False,0
maria moreau,BK00565,maria.moreau173@gmail.com,Switzerland,pesce,2025-01-10,2025-01-10,2025-01-12,2,OTA,EUR,258.97,258.97,False,517.94,False,False,False,False,0
maria nakamura,BK00711,maria.nakamura7@outlook.com,Switzerland,vegetariana,2025-02-20,2025-02-20,2025-02-21,1,OTA,USD,275.71,253.65,False,253.65,False,False,False,False,0
maria petrov,BK00391,maria.petrov926@icloud.com,Netherlands,kosher,2024-12-10,2024-12-10,2024-12-12,2,OTA,EUR,464.26,464.26,False,928.52,True,False,False,False,0
maria silva,BK00066,maria.silva496@outlook.com,Japan,halal,2024-09-20,2024-09-20,2024-09-22,2,direct,EUR,328.73,328.73,False,657.46,True,False,False,False,1
maria watanabe,BK00388,maria.watanabe794@gmail.com,France,vegana,2024-12-09,2024-12-09,2024-12-13,4,direct,EUR,423.1,423.1,False,1692.4,True,False,False,False,0
marie nakamura,BK00557,marie.nakamura824@icloud.com,Netherlands,senza glutine,2025-01-07,2025-01-07,2025-01-13,6,OTA,EUR,248.99,248.99,False,1493.94,False,False,False,False,0
marie nilsson,BK00274,marie.nilsson841@gmail.com,UK,vegana,2024-11-10,2024-11-10,2024-11-13,3,OTA,EUR,282.27,282.27,False,846.81,False,False,False,False,0
marie sharma,BK00199,marie.sharma697@yahoo.com,Japan,pesce,2024-10-18,2024-10-18,2024-10-19,1,OTA,EUR,265.31,265.31,False,265.31,False,False,False,False,0
marie watanabe,BK00307,marie.watanabe464@outlook.com,Switzerland,halal,2024-11-21,2024-11-21,2024-11-22,1,OTA,EUR,272.6,272.6,False,272.6,False,False,False,False,1
marie weber,BK00073,marie.weber504@gmail.com,France,halal,2024-09-21,2024-09-21,2024-09-24,3,OTA,EUR,432.93,432.93,False,1298.79,True,False,False,False,1
marino pierre,BK00144,pierre.marino828@outlook.com,UAE,italiana,2024-10-04,2024-10-04,2024-10-05,1,OTA,USD,211.16,194.27,False,194.27,False,False,False,False,1
marino sara,BK00681,sara.marino696@outlook.com,Germany,vegetariana,2025-02-12,2025-02-12,2025-02-13,1,direct,EUR,199.2,199.2,False,199.2,False,False,False,False,1
marino thomas,BK00544,thomas.marino615@outlook.com,USA,kosher,2025-01-03,2025-01-03,2025-01-07,4,OTA,EUR,272.64,272.64,False,1090.56,False,False,False,False,0
marino valentina,BK00560,valentina.marino254@outlook.com,Switzerland,vegetariana,2025-01-07,2025-01-07,2025-01-08,1,OTA,USD,249.18,229.25,False,229.25,False,False,False,False,0
marino william,BK00336,william.marino224@icloud.com,Spain,kosher,2024-12-02,2024-12-02,2024-12-04,2,direct,EUR,444.03,444.03,False,888.06,True,False,False,False,0
martinez olivia,BK00370,olivia.martinez497@icloud.com,Switzerland,kosher,2024-12-06,2024-12-06,2024-12-09,3,OTA,USD,438.37,403.3,False,1209.9,True,False,False,False,1
martinez valentina,BK00205,valentina.martinez539@outlook.com,Netherlands,vegetariana,2024-10-20,2024-10-20,2024-10-24,4,OTA,EUR,205.91,205.91,False,823.64,False,False,False,False,0
matteo meyer,BK00497,matteo.meyer605@outlook.com,UAE,kosher,2024-12-25,2024-12-25,2024-12-28,3,direct,USD,422.75,388.93,False,1166.79,True,False,False,False,0
matteo moreau,BK00141,matteo.moreau200@yahoo.com,USA,halal,2024-10-03,2024-10-03,2024-10-06,3,OTA,EUR,291.84,291.84,False,875.52,False,False,False,False,0
matteo romano,BK00105,matteo.romano756@yahoo.com,USA,internazionale,2024-09-26,2024-09-26,2024-09-30,4,OTA,USD,405.61,373.16,False,1492.64,True,False,False,False,0
matteo rossi,BK00126,matteo.rossi680@gmail.com,Switzerland,pesce,2024-09-29,2024-09-29,2024-10-01,2,direct,USD,401.55,369.43,False,738.86,True,False,False,False,0
matteo schmidt,BK00034,matteo.schmidt327@outlook.com,UK,vegana,2024-09-15,2024-09-15,2024-09-20,5,direct,EUR,381.4,381.4,False,1907.0,True,False,False,False,0
matteo sharma,BK00404,matteo.sharma779@icloud.com,Italy,kosher,2024-12-12,2024-12-12,2024-12-17,5,OTA,EUR,505.92,505.92,False,2529.6,True,False,False,False,1
moreau omar,BK00710,omar.moreau192@gmail.com,Japan,vegana,2025-02-19,2025-02-19,2025-02-20,1,direct,EUR,218.77,218.77,False,218.77,False,False,False,False,1
moreau sara,BK00690,sara.moreau393@outlook.com,France,vegana,2025-02-14,2025-02-14,2025-02-17,3,OTA,EUR,215.71,215.71,False,647.13,False,False,False,False,1
moreau youssef,BK00042,youssef.moreau120@gmail.com,Germany,pesce,2024-09-16,2024-09-16,2024-09-18,2,OTA,EUR,422.64,422.64,False,845.28,True,False,False,False,0
muller omar,BK00219,omar.muller831@gmail.com,UAE,italiana,2024-10-24,2024-10-24,2024-10-26,2,OTA,EUR,300.39,300.39,False,600.78,False,False,False,False,0
muller paolo,BK00096,paolo.muller373@icloud.com,UK,vegetariana,2024-09-24,2024-09-24,2024-10-01,7,OTA,USD,428.01,393.77,False,2756.39,True,False,False,False,0
muller sara,BK00025,sara.muller965@yahoo.com,UAE,italiana,2024-09-14,2024-09-14,2024-09-17,3,OTA,EUR,428.07,428.07,False,1284.21,True,False,False,False,1
muller silvia,BK00677,silvia.muller198@gmail.com,UK,pesce,2025-02-10,2025-02-10,2025-02-13,3,OTA,USD,232.75,214.13,False,642.39,False,False,False,False,0
nakamura valentina,BK00346,valentina.nakamura920@yahoo.com,Switzerland,senza glutine,2024-12-04,2024-12-04,2024-12-05,1,OTA,EUR,509.24,509.24,False,509.24,True,False,False,False,0
nikolai sokolov,BK00130,nikolai.sokolov938@icloud.com,Spain,senza glutine,2024-09-30,2024-09-30,2024-10-01,1,direct,USD,361.48,332.56,False,332.56,True,False,False,False,0
nikolai yamamoto,BK00316,nikolai.yamamoto640@outlook.com,UK,kosher,2024-11-27,2024-11-27,2024-11-28,1,OTA,EUR,254.51,254.51,False,254.51,False,False,False,False,1
nilsson olivia,BK00379,olivia.nilsson303@icloud.com,UK,internazionale,2024-12-07,2024-12-07,2024-12-13,6,direct,EUR,461.89,461.89,False,2771.34,True,False,False,False,1
nilsson robert,BK00055,robert.nilsson403@outlook.com,UAE,vegana,2024-09-18,2024-09-18,2024-09-20,2,OTA,EUR,499.25,499.25,False,998.5,True,False,False,False,0
nilsson sophie,BK00000,sophie.nilsson169@gmail.com,Spain,pesce,2024-09-10,2024-09-10,2024-09-14,4,OTA,EUR,385.71,385.71,False,1542.84,True,False,False,False,0
novak omar,BK00443,omar.novak133@icloud.com,Spain,pesce,2024-12-18,2024-12-18,2024-12-19,1,OTA,EUR,404.25,404.25,False,404.25,True,False,False,False,0
novak sara,BK00280,sara.novak944@outlook.com,France,kosher,2024-11-13,2024-11-13,2024-11-16,3,direct,EUR,225.19,225.19,False,675.57,False,False,False,False,0
novak sophie,BK00349,sophie.novak514@gmail.com,Spain,internazionale,2024-12-04,2024-12-04,2024-12-10,6,direct,EUR,372.12,372.12,False,2232.72,True,False,False,False,0
novak valentina,BK00155,valentina.novak29@outlook.com,USA,italiana,2024-10-07,2024-10-07,2024-10-09,2,OTA,EUR,261.11,261.11,False,522.22,False,False,False,False,0
nowak simone,BK00229,simone.nowak343@outlook.com,Germany,internazionale,2024-10-27,2024-10-27,2024-10-30,3,OTA,EUR,237.28,237.28,False,711.84,False,False,False,False,1
nowak william,BK00468,william.nowak869@outlook.com,UK,vegetariana,2024-12-21,2024-12-21,2024-12-22,1,direct,EUR,387.57,387.57,False,387.57,True,False,False,False,0
olga romano,BK00022,olga.romano668@outlook.com,Germany,senza glutine,2024-09-13,2024-09-13,2024-09-15,2,direct,EUR,437.77,437.77,False,875.54,True,False,False,False,0
olga silva,BK00321,olga.silva1@yahoo.com,UAE,italiana,2024-11-28,2024-11-28,2024-12-01,3,direct,EUR,204.15,204.15,False,612.45,False,False,False,False,0
olga suzuki,BK00232,olga.suzuki286@outlook.com,France,internazionale,2024-10-29,2024-10-29,2024-10-31,2,OTA,EUR,230.06,230.06,False,460.12,False,False,False,False,1
olga wagner,BK00265,olga.wagner545@gmail.com,UK,vegetariana,2024-11-08,2024-11-08,2024-11-09,1,OTA,EUR,211.05,211.05,False,211.05,False,False,False,False,0
olga yamamoto,BK00169,olga.yamamoto454@gmail.com,Germany,senza glutine,2024-10-11,2024-10-11,2024-10-12,1,OTA,EUR,266.92,266.92,False,266.92,False,False,False,False,0
olivia park,BK00059,olivia.park424@icloud.com,UAE,kosher,2024-09-18,2024-09-18,2024-09-21,3,OTA,USD,430.84,396.37,False,1189.11,True,False,False,False,0
olivia wagner,BK00591,olivia.wagner989@gmail.com,Netherlands,internazionale,2025-01-17,2025-01-17,2025-01-18,1,OTA,EUR,270.81,270.81,False,270.81,False,False,False,False,0
olivia weber,BK00484,olivia.weber558@yahoo.com,Spain,halal,2024-12-24,2024-12-24,2024-12-26,2,OTA,EUR,448.7,448.7,False,897.4,True,False,False,False,1
omar sokolov,BK00354,omar.sokolov388@outlook.com,Japan,pesce,2024-12-04,2024-12-04,2024-12-08,4,OTA,EUR,508.61,508.61,False,2034.44,True,False,False,False,0
paolo tanaka,BK00581,paolo.tanaka523@gmail.com,Switzerland,vegetariana,2025-01-14,2025-01-14,2025-01-18,4,OTA,EUR,210.98,210.98,False,843.92,False,False,False,False,0
paolo wagner,BK00256,paolo.wagner650@icloud.com,France,pesce,2024-11-06,2024-11-06,2024-11-12,6,OTA,USD,186.22,171.32,False,1027.92,False,False,False,False,0
park simone,BK00317,simone.park84@gmail.com,Netherlands,vegana,2024-11-27,2024-11-27,2024-11-30,3,OTA,USD,274.16,252.23,False,756.69,False,False,False,False,1
patricia petrov,BK00762,patricia.petrov376@icloud.com,Switzerland,kosher,2025-03-10,2025-03-10,2025-03-11,1,direct,EUR,273.78,273.78,False,273.78,False,False,False,False,1
patricia singh,BK00212,patricia.singh474@outlook.com,Netherlands,italiana,2024-10-22,2024-10-22,2024-10-23,1,OTA,EUR,238.97,238.97,False,238.97,False,False,False,False,0
patricia tanaka,BK00673,patricia.tanaka442@yahoo.com,Spain,vegetariana,2025-02-09,2025-02-09,2025-02-11,2,OTA,USD,261.36,240.45,False,480.9,False,False,False,False,1
petrov pierre,BK00049,pierre.petrov777@yahoo.com,Spain,halal,2024-09-17,2024-09-17,2024-09-21,4,direct,EUR,452.1,452.1,False,1808.4,True,False,False,False,1
petrov robert,BK00462,robert.petrov741@icloud.com,USA,vegetariana,2024-12-20,2024-12-20,2024-12-23,3,OTA,EUR,378.03,378.03,False,1134.09,True,False,False,False,0
petrov silvia,BK00057,silvia.petrov661@yahoo.com,Germany,internazionale,2024-09-18,2024-09-18,2024-09-22,4,OTA,USD,421.04,387.36,False,1549.44,True,False,False,False,0
petrov thomas,BK00630,thomas.petrov504@yahoo.com,Japan,senza glutine,2025-01-26,2025-01-26,2025-01-29,3,direct,EUR,245.19,245.19,False,735.57,False,False,False,False,0
petrov william,BK00134,william.petrov236@outlook.com,Japan,vegetariana,2024-10-02,2024-10-02,2024-10-04,2,direct,EUR,240.53,240.53,False,481.06,False,False,False,False,0
pierre romano,BK00303,pierre.romano220@yahoo.com,USA,halal,2024-11-21,2024-11-21,2024-11-22,1,OTA,EUR,270.17,270.17,False,270.17,False,False,False,False,0
pierre smith,BK00223,pierre.smith837@outlook.com,UK,kosher,2024-10-26,2024-10-26,2024-10-31,5,OTA,EUR,228.7,228.7,False,1143.5,False,False,False,False,0
pierre yamamoto,BK00431,pierre.yamamoto861@yahoo.com,Switzerland,internazionale,2024-12-15,2024-12-15,2024-12-19,4,OTA,EUR,463.02,463.02,False,1852.08,True,False,False,False,0
popov valentina,BK00456,valentina.popov859@yahoo.com,Japan,halal,2024-12-20,2024-12-20,2024-12-22,2,direct,EUR,384.75,384.75,False,769.5,True,False,False,False,0
priya schmidt,BK00168,priya.schmidt464@outlook.com,UAE,vegana,2024-10-11,2024-10-11,2024-10-17,6,OTA,EUR,224.57,224.57,False,1347.42,False,False,False,False,0
priya silva,BK00466,priya.silva103@gmail.com,Germany,vegetariana,2024-12-21,2024-12-21,2024-12-23,2,OTA,USD,502.41,462.22,False,924.44,True,False,False,False,0
priya singh,BK00118,priya.singh111@outlook.com,Switzerland,vegana,2024-09-27,2024-09-27,2024-09-28,1,OTA,EUR,431.14,431.14,False,431.14,True,False,False,False,0
priya smith,BK00593,priya.smith541@icloud.com,Italy,vegana,2025-01-17,2025-01-17,2025-01-18,1,direct,USD,216.11,198.82,False,198.82,False,False,False,False,0
priya weber,BK00548,priya.weber729@icloud.com,France,senza glutine,2025-01-04,2025-01-04,2025-01-06,2,OTA,USD,272.43,250.64,False,501.28,False,False,False,False,0
ricci silvia,BK00165,silvia.ricci26@icloud.com,Italy,pesce,2024-10-10,2024-10-10,2024-10-12,2,direct,EUR,220.19,220.19,False,440.38,False,False,False,False,0
robert schmidt,BK00609,robert.schmidt739@gmail.com,Switzerland,vegana,2025-01-20,2025-01-20,2025-01-23,3,OTA,EUR,272.8,272.8,False,818.4,False,False,False,False,1
romano simone,BK00123,simone.romano453@outlook.com,Switzerland,kosher,2024-09-28,2024-09-28,2024-10-04,6,OTA,EUR,346.14,346.14,False,2076.84,True,False,False,False,1
romano thomas,BK00115,thomas.romano135@outlook.com,USA,italiana,2024-09-27,2024-09-27,2024-10-02,5,OTA,EUR,453.88,453.88,False,2269.4,True,False,False,False,0
rossi silvia,BK00149,silvia.rossi417@outlook.com,UAE,halal,2024-10-05,2024-10-05,2024-10-06,1,OTA,EUR,238.44,238.44,False,238.44,False,False,False,False,0
sara schmidt,BK00109,sara.schmidt790@icloud.com,Netherlands,senza glutine,2024-09-26,2024-09-26,2024-09-29,3,OTA,USD,491.87,452.52,False,1357.56,True,False,False,False,1
sara suzuki,BK00327,sara.suzuki16@icloud.com,Netherlands,vegana,2024-11-30,2024-11-30,2024-12-02,2,direct,EUR,219.13,219.13,False,438.26,False,False,False,False,0
schmidt silvia,BK00222,silvia.schmidt398@yahoo.com,Spain,senza glutine,2024-10-26,2024-10-26,2024-10-28,2,OTA,EUR,227.58,227.58,False,455.16,False,False,False,False,0
schmidt simone,BK00003,simone.schmidt639@outlook.com,Japan,internazionale,2024-09-10,2024-09-10,2024-09-15,5,OTA,EUR,475.99,475.99,False,2379.95,True,False,False,False,0
sharma silvia,BK00074,silvia.sharma800@icloud.com,Switzerland,italiana,2024-09-21,2024-09-21,2024-09-25,4,direct,EUR,436.84,436.84,False,1747.36,True,False,False,False,0
silva silvia,BK00524,silvia.silva565@gmail.com,Germany,pesce,2024-12-29,2024-12-29,2025-01-02,4,direct,EUR,404.32,404.32,False,1617.28,True,False,False,False,0
silvia tanaka,BK00507,silvia.tanaka14@yahoo.com,Netherlands,vegana,2024-12-26,2024-12-26,2024-12-29,3,direct,EUR,348.61,348.61,False,1045.83,True,False,True,False,1
silvia watanabe,BK00328,silvia.watanabe970@icloud.com,UAE,kosher,2024-11-30,2024-11-30,2024-12-02,2,direct,USD,300.67,276.62,False,553.24,False,False,False,False,1
silvia yamamoto,BK00245,silvia.yamamoto45@gmail.com,Spain,italiana,2024-11-02,2024-11-02,2024-11-05,3,direct,EUR,201.33,201.33,False,603.99,False,False,False,False,0
simone smith,BK00357,simone.smith280@gmail.com,Germany,vegetariana,2024-12-05,2024-12-05,2024-12-09,4,OTA,EUR,440.38,440.38,False,1761.52,True,False,False,False,0
singh youssef,BK00407,youssef.singh791@icloud.com,France,pesce,2024-12-12,2024-12-12,2024-12-18,6,direct,USD,501.37,461.26,False,2767.56,True,False,False,False,0
smith thomas,BK00517,thomas.smith130@outlook.com,Spain,halal,2024-12-28,2024-12-28,2024-12-29,1,direct,USD,425.55,391.51,False,391.51,True,False,False,False,1
sophie tanaka,BK00610,sophie.tanaka567@outlook.com,Japan,internazionale,2025-01-21,2025-01-21,2025-01-25,4,OTA,USD,190.66,175.41,False,701.64,False,False,False,False,1
sophie weber,BK00133,sophie.weber133@yahoo.com,Germany,halal,2024-09-30,2024-09-30,2024-10-02,2,OTA,EUR,451.96,451.96,False,903.92,True,False,False,False,0
suzuki valentina,BK00091,valentina.suzuki449@yahoo.com,France,italiana,2024-09-23,2024-09-23,2024-09-26,3,direct,USD,405.6,373.15,False,1119.45,True,False,False,False,0
valentina weber,BK00318,valentina.weber990@gmail.com,Netherlands,senza glutine,2024-11-27,2024-11-27,2024-12-01,4,direct,EUR,290.73,290.73,False,1162.92,False,False,False,False,1
watanabe youssef,BK00095,youssef.watanabe191@yahoo.com,UK,pesce,2024-09-24,2024-09-24,2024-09-27,3,direct,USD,424.14,390.21,False,1170.63,True,False,False,False,1
yamamoto yuki,BK00612,yuki.yamamoto235@yahoo.com,USA,halal,2025-01-21,2025-01-21,2025-01-24,3,OTA,EUR,243.14,243.14,False,729.42,False,False,False,False,0
