guest_name,email,country,prima_visita,cibo_preferito
  David Nowak  ,david.nowak726@yahoo.com,Italy,2024-10-13,senza glutine
Francesco Ricci,francesco.ricci734@outlook.com,Switzerland,2026-07-21,senza glutine
JAMES HASSAN,james.hassan319@gmail.com,Italy,2024-09-12,italiana
matteo weber,matteo.weber624@gmail.com,Switzerland,2025-09-06,halal
  Emma Muller  ,emma.muller696@yahoo.com,Germany,2025-08-03,pesce
LAURA SOKOLOV,laura.sokolov890@outlook.com,Spain,2025-12-28,internazionale
marie colombo,marie.colombo267@gmail.com,Italy,2025-05-23,senza glutine
  Olivia Kaczmarek  ,olivia.kaczmarek333@yahoo.com,Switzerland,2026-07-09,pesce
astrid silva,astrid.silva722@icloud.com,UAE,2026-03-23,halal
LAURA COLOMBO,laura.colombo360@icloud.com,UK,2025-08-07,vegetariana
david girard,david.girard146@gmail.com,Netherlands,2025-07-01,vegetariana
THOMAS GRECO,thomas.greco834@icloud.com,UK,2026-06-10,halal
ROBERT KOBAYASHI,robert.kobayashi907@icloud.com,UK,2026-04-17,senza glutine
ISABELLA COSTA,isabella.costa44@icloud.com,Spain,2025-07-21,vegana
Charlotte Chen,charlotte.chen71@icloud.com,France,2025-06-22,vegana
HANS CONTI,hans.conti659@gmail.com,Italy,2024-09-29,italiana
FATIMA BIANCHI,fatima.bianchi958@icloud.com,UK,2024-11-13,pesce
Camille Lopez,camille.lopez406@outlook.com,Switzerland,2024-10-13,senza glutine
Isabella Conti,isabella.conti615@outlook.com,Japan,2024-09-22,halal
astrid park,astrid.park206@gmail.com,Switzerland,2024-12-28,italiana
Ananya Kumar,ananya.kumar231@icloud.com,UK,2026-06-30,vegana
Andrea Novak,andrea.novak775@gmail.com,UK,2026-06-01,italiana
Amelia Weber,amelia.weber499@gmail.com,Netherlands,2026-06-24,senza glutine
  Aiko Park  ,aiko.park200@gmail.com,Germany,2025-12-14,vegetariana
  Ahmed Tanaka  ,ahmed.tanaka228@yahoo.com,Spain,2025-12-14,kosher
Thomas Lefevre,thomas.lefevre955@icloud.com,UK,2024-12-14,pesce
  Lucia Popov  ,lucia.popov648@outlook.com,Japan,2026-02-12,halal
Lucia Sharma,lucia.sharma198@icloud.com,Netherlands,2025-05-12,vegana
MARIE GRECO,marie.greco356@outlook.com,Germany,2025-09-19,senza glutine
Ingrid Conti,ingrid.conti746@yahoo.com,France,2026-08-18,vegana
Dmitri Rossi,dmitri.rossi808@gmail.com,Italy,2026-07-07,halal
LAURA SINGH,laura.singh747@yahoo.com,Netherlands,2025-03-22,vegana
layla conti,layla.conti520@gmail.com,Spain,2026-03-26,kosher
William Al-Rashid,william.al-rashid296@yahoo.com,UAE,2024-12-04,italiana
Emma Fernandez,emma.fernandez161@yahoo.com,Japan,2024-09-23,internazionale
Paolo Muller,paolo.muller373@icloud.com,UK,2024-09-24,vegetariana
Simone Costa,simone.costa115@icloud.com,UAE,2025-01-12,pesce
AHMED IVANOV,ahmed.ivanov209@gmail.com,Germany,2026-02-08,italiana
Suzuki Kenji,kenji.suzuki529@gmail.com,Germany,2025-07-03,senza glutine
Schmidt Alessandro,alessandro.schmidt699@outlook.com,Germany,2024-09-17,internazionale
CAMILLE NOVAK,camille.novak489@gmail.com,Japan,2026-09-04,halal
JEAN LEROY,jean.leroy540@gmail.com,USA,2025-09-26,vegana
Nilsson Elena,elena.nilsson998@icloud.com,Netherlands,2025-07-19,kosher
Andersen Luca,luca.andersen574@yahoo.com,UAE,2025-09-19,internazionale
Hassan Olivia,olivia.hassan638@gmail.com,Spain,2025-09-19,italiana
  Omar Nowak  ,omar.nowak426@outlook.com,Netherlands,2025-08-26,italiana
Smith Giorgia,giorgia.smith475@outlook.com,Italy,2025-12-08,vegetariana
william ibrahim,william.ibrahim422@icloud.com,USA,2026-07-14,halal
INGRID LEFEVRE,ingrid.lefevre733@icloud.com,Spain,2025-06-03,internazionale
  Omar Silva  ,omar.silva732@gmail.com,UAE,2025-09-03,italiana
Nakamura Elena,elena.nakamura736@yahoo.com,UAE,2024-09-11,internazionale
Alessandro Conti,alessandro.conti368@outlook.com,Switzerland,2026-07-02,pesce
chiara sokolov,chiara.sokolov340@outlook.com,Switzerland,2025-06-05,vegetariana
Ingrid Lopez,ingrid.lopez637@outlook.com,France,2025-05-03,pesce
Dmitri Kowalski,dmitri.kowalski104@yahoo.com,UAE,2026-09-08,halal
ananya esposito,ananya.esposito284@yahoo.com,Switzerland,2025-11-16,internazionale
  Astrid Patel  ,astrid.patel624@icloud.com,Spain,2024-12-13,italiana
Kenji Ferreira,kenji.ferreira355@yahoo.com,Switzerland,2025-04-26,pesce
paolo andersen,paolo.andersen173@yahoo.com,UAE,2025-06-28,italiana
Laura Watanabe,laura.watanabe591@icloud.com,Switzerland,2026-09-03,halal
  Omar Schmidt  ,omar.schmidt352@gmail.com,Japan,2025-08-06,vegetariana
klaus esposito,klaus.esposito10@gmail.com,Netherlands,2025-03-19,kosher
Klaus Rossi,klaus.rossi275@yahoo.com,USA,2025-10-31,vegetariana
PAOLO KUMAR,paolo.kumar987@icloud.com,USA,2025-07-24,senza glutine
CHIARA YAMAMOTO,chiara.yamamoto814@outlook.com,USA,2024-10-15,pesce
NIKOLAI BERNARD,nikolai.bernard446@yahoo.com,Italy,2026-07-02,pesce
James Garcia,james.garcia440@outlook.com,USA,2024-09-17,pesce
ananya nowak,ananya.nowak366@icloud.com,Switzerland,2026-07-21,vegana
Girard Ananya,ananya.girard263@icloud.com,Italy,2026-05-25,vegana
EMMA ESPOSITO,emma.esposito169@icloud.com,USA,2024-11-06,senza glutine
  Dmitri Weber  ,dmitri.weber58@icloud.com,USA,2026-03-11,senza glutine
  Klaus Lefevre  ,klaus.lefevre843@gmail.com,UK,2026-05-02,vegetariana
ELENA COSTA,elena.costa127@gmail.com,Germany,2025-12-03,halal
aiko ricci,aiko.ricci445@icloud.com,France,2025-11-09,kosher
lucia greco,lucia.greco90@gmail.com,Italy,2024-10-09,halal
WILLIAM DUBOIS,william.dubois671@yahoo.com,Netherlands,2024-10-20,senza glutine
sara bernard,sara.bernard722@yahoo.com,Switzerland,2026-03-15,internazionale
  Ingrid Marino  ,ingrid.marino470@gmail.com,Italy,2024-12-04,vegana
ISABELLA MARTINEZ,isabella.martinez569@yahoo.com,Switzerland,2025-03-31,vegetariana
giulia colombo,giulia.colombo367@outlook.com,Netherlands,2025-09-09,vegana
  John Al-Rashid  ,john.al-rashid634@yahoo.com,USA,2025-01-05,halal
Hans Garcia,hans.garcia674@icloud.com,UAE,2026-05-23,vegana
Girard Alessandro,alessandro.girard31@yahoo.com,Germany,2026-06-05,vegana
Andrea Watanabe,andrea.watanabe700@yahoo.com,USA,2026-06-23,italiana
  Camille Muller  ,camille.muller670@yahoo.com,UK,2024-10-09,internazionale
Sara Singh,sara.singh778@yahoo.com,Italy,2025-08-05,kosher
PATRICIA NOVAK,patricia.novak466@yahoo.com,Netherlands,2026-06-25,senza glutine
  Laura Petrov  ,laura.petrov621@gmail.com,Spain,2025-07-03,italiana
giulia nilsson,giulia.nilsson541@outlook.com,Italy,2026-02-09,pesce
Pierre Nakamura,pierre.nakamura934@gmail.com,France,2025-11-21,vegetariana
Valentina Yamamoto,valentina.yamamoto125@gmail.com,Switzerland,2025-06-25,kosher
Astrid Suzuki,astrid.suzuki689@icloud.com,UAE,2025-05-08,pesce
AIKO POPOV,aiko.popov899@gmail.com,Japan,2025-12-28,italiana
Nakamura Aiko,aiko.nakamura765@gmail.com,France,2024-12-18,pesce
Fatima Ferrari,fatima.ferrari694@gmail.com,France,2026-07-02,senza glutine
KLAUS PARK,klaus.park730@icloud.com,Japan,2025-11-07,vegana
OLGA BRUNO,olga.bruno336@icloud.com,Germany,2024-12-07,vegetariana
Ivanov Lucia,lucia.ivanov201@outlook.com,UK,2026-02-17,halal
klaus rossi,klaus.rossi650@outlook.com,France,2025-08-06,internazionale
FEDERICA KOWALSKI,federica.kowalski253@icloud.com,UK,2025-02-18,vegana
Omar Bruno,omar.bruno902@outlook.com,UK,2026-08-21,vegana
John Smith,john.smith271@gmail.com,France,2026-03-07,italiana
valentina chen,valentina.chen675@gmail.com,USA,2025-11-25,halal
Lucia Andersen,lucia.andersen568@yahoo.com,Japan,2026-06-26,senza glutine
David Al-Rashid,david.al-rashid632@gmail.com,Japan,2025-10-02,internazionale
  Hans Chen  ,hans.chen875@icloud.com,Italy,2025-08-11,senza glutine
Francesco Klein,francesco.klein547@outlook.com,Japan,2025-02-02,kosher
Silvia Ferreira,silvia.ferreira258@icloud.com,Spain,2024-12-28,halal
John Hassan,john.hassan74@outlook.com,Germany,2025-08-07,italiana
maria ferreira,maria.ferreira54@outlook.com,Italy,2025-08-19,senza glutine
MARCO NAKAMURA,marco.nakamura980@icloud.com,Netherlands,2026-03-22,italiana
robert hassan,robert.hassan660@yahoo.com,Germany,2025-08-12,halal
PAOLO BERNARD,paolo.bernard404@icloud.com,Germany,2025-11-26,internazionale
PAOLO FERRARI,paolo.ferrari131@icloud.com,Japan,2026-06-18,italiana
  Paolo Nakamura  ,paolo.nakamura215@outlook.com,Italy,2026-09-06,italiana
olivia costa,olivia.costa924@icloud.com,Switzerland,2025-06-13,halal
ELENA MARINO,elena.marino654@gmail.com,UAE,2026-07-23,italiana
Marie Klein,marie.klein815@outlook.com,Germany,2026-06-05,senza glutine
ANNA LOPEZ,anna.lopez682@icloud.com,Switzerland,2024-10-29,vegetariana
Chen Astrid,astrid.chen899@icloud.com,UK,2025-06-19,vegana
  Ananya Ferrari  ,ananya.ferrari963@outlook.com,Italy,2025-03-06,vegetariana
Sophie Al-Rashid,sophie.al-rashid600@icloud.com,UAE,2026-01-05,vegana
sara kim,sara.kim323@outlook.com,Italy,2025-10-15,senza glutine
ANDREA MARINO,andrea.marino623@icloud.com,Netherlands,2025-09-07,kosher
Suzuki Klaus,klaus.suzuki22@icloud.com,France,2026-04-24,vegana
  Yuki Weber  ,yuki.weber945@icloud.com,Japan,2025-06-18,senza glutine
Emma Ibrahim,emma.ibrahim520@yahoo.com,Switzerland,2025-07-13,pesce
EKATERINA SHARMA,ekaterina.sharma403@yahoo.com,Italy,2026-07-04,halal
amelia ferreira,amelia.ferreira102@icloud.com,Italy,2026-08-27,vegana
GIULIA IVANOV,giulia.ivanov417@yahoo.com,UK,2026-05-08,halal
Isabella Greco,isabella.greco17@icloud.com,Japan,2025-03-04,kosher
francesco petrov,francesco.petrov140@gmail.com,USA,2024-12-08,senza glutine
AMELIA HASSAN,amelia.hassan782@icloud.com,UK,2025-02-24,kosher
Klein James,james.klein60@yahoo.com,Italy,2025-08-02,internazionale
luca muller,luca.muller382@outlook.com,France,2025-03-26,pesce
HANS SMITH,hans.smith873@icloud.com,USA,2026-07-22,senza glutine
FEDERICA BIANCHI,federica.bianchi509@yahoo.com,Germany,2026-01-12,internazionale
Camille Yamamoto,camille.yamamoto947@icloud.com,Switzerland,2025-07-30,senza glutine
  Silvia Singh  ,silvia.singh323@yahoo.com,UK,2025-05-06,italiana
  Robert Tanaka  ,robert.tanaka677@gmail.com,Netherlands,2025-07-12,pesce
  William Klein  ,william.klein342@gmail.com,Germany,2025-08-29,halal
Olga Lefevre,olga.lefevre537@icloud.com,Netherlands,2026-03-01,italiana
CARLOS PETROV,carlos.petrov381@icloud.com,UK,2024-11-21,vegana
DAVID HASSAN,david.hassan569@yahoo.com,Netherlands,2026-06-26,halal
Jean Ibrahim,jean.ibrahim624@yahoo.com,USA,2024-12-15,italiana
  Camille Costa  ,camille.costa708@gmail.com,Japan,2025-04-23,pesce
Aiko Weber,aiko.weber785@icloud.com,Switzerland,2026-09-06,vegana
Chen William,william.chen487@outlook.com,Italy,2025-02-03,italiana
Camille Andersen,camille.andersen722@icloud.com,Italy,2024-12-02,senza glutine
  Henri Bianchi  ,henri.bianchi607@yahoo.com,UAE,2025-12-21,internazionale
FEDERICA POPOV,federica.popov84@outlook.com,UK,2025-07-18,italiana
Kenji Garcia,kenji.garcia343@outlook.com,Netherlands,2024-11-24,senza glutine
  Alessandro Weber  ,alessandro.weber970@yahoo.com,Japan,2024-09-11,kosher
MARIE NILSSON,marie.nilsson841@gmail.com,UK,2024-11-10,vegana
OMAR ROMANO,omar.romano975@gmail.com,UK,2025-09-21,vegetariana
luca schmidt,luca.schmidt207@icloud.com,France,2025-03-19,kosher
matteo colombo,matteo.colombo992@icloud.com,Germany,2026-05-10,vegetariana
PRIYA POPOV,priya.popov437@yahoo.com,UAE,2026-06-30,pesce
james kim,james.kim167@icloud.com,Netherlands,2024-12-24,internazionale
Patricia Nowak,patricia.nowak695@icloud.com,UK,2025-06-20,vegetariana
  Matteo Meyer  ,matteo.meyer605@outlook.com,UAE,2024-12-25,kosher
elena sokolov,elena.sokolov471@outlook.com,UK,2025-05-20,internazionale
OLIVIA JOHNSON,olivia.johnson636@yahoo.com,Switzerland,2025-03-29,halal
Robert Patel,robert.patel254@gmail.com,UAE,2026-05-20,halal
Thomas Costa,thomas.costa608@outlook.com,USA,2025-06-24,pesce
MARIE SILVA,marie.silva53@yahoo.com,France,2025-09-07,senza glutine
Silvia Popov,silvia.popov560@icloud.com,France,2026-01-16,halal
james rossi,james.rossi519@icloud.com,USA,2026-06-13,halal
nikolai johnson,nikolai.johnson659@yahoo.com,Switzerland,2025-06-02,pesce
james ivanov,james.ivanov525@icloud.com,UAE,2025-02-24,italiana
Anna Petrov,anna.petrov694@icloud.com,UAE,2026-08-30,pesce
Kenji Sharma,kenji.sharma335@yahoo.com,Japan,2025-06-12,senza glutine
Bruno Andrea,andrea.bruno406@outlook.com,Italy,2026-01-13,italiana
  Marie Fernandez  ,marie.fernandez83@outlook.com,Switzerland,2026-01-20,pesce
sara sokolov,sara.sokolov954@gmail.com,USA,2025-09-16,vegetariana
camille al-rashid,camille.al-rashid300@yahoo.com,USA,2025-03-17,senza glutine
elena andersen,elena.andersen670@icloud.com,France,2024-12-22,italiana
Priya Fernandez,priya.fernandez240@yahoo.com,Netherlands,2025-09-03,vegetariana
Nilsson William,william.nilsson43@yahoo.com,Netherlands,2025-09-15,vegana
layla chen,layla.chen923@yahoo.com,Italy,2026-05-05,pesce
Giorgia Tanaka,giorgia.tanaka769@yahoo.com,Germany,2026-02-24,vegetariana
ASTRID DUBOIS,astrid.dubois663@outlook.com,Switzerland,2026-07-28,senza glutine
MARIE PARK,marie.park339@yahoo.com,Italy,2026-08-26,pesce
diego kaczmarek,diego.kaczmarek370@icloud.com,UAE,2026-03-16,pesce
Simone Colombo,simone.colombo263@gmail.com,France,2024-11-07,senza glutine
MARIA YAMAMOTO,maria.yamamoto760@gmail.com,Italy,2025-07-24,vegana
INGRID BERNARD,ingrid.bernard224@icloud.com,UAE,2025-12-06,kosher
diego kowalski,diego.kowalski457@outlook.com,UK,2025-11-22,vegetariana
Patricia Hassan,patricia.hassan567@icloud.com,France,2025-01-24,italiana
carlos hassan,carlos.hassan564@outlook.com,UAE,2025-11-14,kosher
Petrov Jean,jean.petrov949@outlook.com,Netherlands,2025-06-27,italiana
Alessandro Silva,alessandro.silva372@outlook.com,Netherlands,2025-06-21,vegana
Garcia Charlotte,charlotte.garcia366@gmail.com,UAE,2026-06-19,internazionale
ISABELLA KOBAYASHI,isabella.kobayashi852@outlook.com,Germany,2025-08-02,senza glutine
ASTRID KOWALSKI,astrid.kowalski619@gmail.com,Italy,2025-09-23,kosher
sophie bruno,sophie.bruno530@outlook.com,Switzerland,2025-10-23,internazionale
Lucia Colombo,lucia.colombo2@outlook.com,France,2025-10-23,italiana
Charlotte Sokolov,charlotte.sokolov36@outlook.com,Switzerland,2025-02-28,vegana
ELENA MULLER,elena.muller782@outlook.com,Switzerland,2025-12-01,kosher
giorgia kaczmarek,giorgia.kaczmarek656@icloud.com,France,2025-06-19,kosher
YUKI SUZUKI,yuki.suzuki696@yahoo.com,Italy,2025-12-29,vegana
  Dmitri Dubois  ,dmitri.dubois857@yahoo.com,Italy,2024-12-24,senza glutine
omar wagner,omar.wagner569@icloud.com,UK,2026-09-07,kosher
James Smith,james.smith795@outlook.com,Germany,2026-05-04,halal
yuki park,yuki.park589@icloud.com,Netherlands,2025-07-30,pesce
ANDREA IBRAHIM,andrea.ibrahim46@icloud.com,Switzerland,2025-06-02,italiana
  Carlos Marino  ,carlos.marino529@gmail.com,France,2025-07-16,senza glutine
Matteo Muller,matteo.muller454@yahoo.com,Spain,2026-03-09,senza glutine
youssef andersen,youssef.andersen734@icloud.com,UAE,2025-12-29,senza glutine
James Lopez,james.lopez677@outlook.com,UK,2026-02-16,internazionale
fatima muller,fatima.muller293@gmail.com,Spain,2026-07-16,internazionale
  Amelia Chen  ,amelia.chen123@outlook.com,France,2025-08-19,halal
  Sophie Greco  ,sophie.greco940@yahoo.com,UK,2026-01-11,italiana
Sara Ivanov,sara.ivanov247@gmail.com,UAE,2025-08-11,italiana
  Hans Klein  ,hans.klein677@icloud.com,USA,2025-12-21,internazionale
ekaterina dubois,ekaterina.dubois878@outlook.com,UK,2025-08-28,vegetariana
Fatima Girard,fatima.girard427@icloud.com,Japan,2026-05-09,vegetariana
ERIK GARCIA,erik.garcia526@yahoo.com,Italy,2024-09-12,kosher
sophie kim,sophie.kim201@outlook.com,UK,2025-03-03,vegana
dmitri nilsson,dmitri.nilsson915@gmail.com,France,2025-05-30,pesce
  Thomas Fernandez  ,thomas.fernandez856@icloud.com,UK,2026-08-13,internazionale
Maria Weber,maria.weber916@icloud.com,Japan,2025-09-13,vegana
  Amelia Al-Rashid  ,amelia.al-rashid983@gmail.com,USA,2025-07-04,internazionale
  Giorgia Wagner  ,giorgia.wagner21@yahoo.com,Spain,2025-07-24,vegetariana
CHIARA KIM,chiara.kim802@outlook.com,Spain,2025-08-16,internazionale
John Garcia,john.garcia157@yahoo.com,Italy,2026-07-06,vegetariana
fatima sharma,fatima.sharma887@icloud.com,Italy,2026-08-22,pesce
ASTRID FERRARI,astrid.ferrari94@outlook.com,Netherlands,2026-06-24,vegetariana
Astrid Nakamura,astrid.nakamura641@icloud.com,Spain,2026-06-23,senza glutine
Sara Marino,sara.marino696@outlook.com,Germany,2025-02-12,vegetariana
robert meyer,robert.meyer747@yahoo.com,Switzerland,2025-04-30,kosher
  Yuki Kobayashi  ,yuki.kobayashi690@outlook.com,France,2025-11-29,halal
Marie Al-Rashid,marie.al-rashid970@gmail.com,UAE,2025-12-30,vegetariana
THOMAS FERREIRA,thomas.ferreira860@yahoo.com,Japan,2025-02-17,internazionale
Amelia Costa,amelia.costa604@outlook.com,Spain,2026-04-05,vegana
john yamamoto,john.yamamoto544@outlook.com,Italy,2025-02-14,vegana
  Yuki Romano  ,yuki.romano345@yahoo.com,USA,2025-04-24,halal
EMMA JOHNSON,emma.johnson680@outlook.com,UAE,2025-06-05,internazionale
ELENA YAMAMOTO,elena.yamamoto620@yahoo.com,Netherlands,2026-06-25,senza glutine
ROBERT MOREAU,robert.moreau432@outlook.com,Switzerland,2026-03-21,halal
ekaterina ivanov,ekaterina.ivanov608@gmail.com,Netherlands,2025-09-25,kosher
Ekaterina Nowak,ekaterina.nowak440@gmail.com,UK,2026-06-12,kosher
  Arjun Ivanov  ,arjun.ivanov576@gmail.com,Germany,2026-06-08,halal
anna greco,anna.greco447@yahoo.com,USA,2025-07-17,italiana
  Yuki Kowalski  ,yuki.kowalski412@yahoo.com,USA,2026-05-14,vegana
erik moreau,erik.moreau438@outlook.com,France,2025-02-20,senza glutine
Sokolov Jean,jean.sokolov256@yahoo.com,USA,2025-09-11,internazionale
  James Martinez  ,james.martinez311@outlook.com,Netherlands,2024-12-11,halal
carlos bernard,carlos.bernard400@outlook.com,UAE,2025-08-04,italiana
Yamamoto Marie,marie.yamamoto456@yahoo.com,Japan,2025-09-20,italiana
lucia park,lucia.park3@outlook.com,Germany,2024-11-11,vegana
Isabella Smith,isabella.smith918@outlook.com,UK,2025-08-22,vegetariana
  Jean Esposito  ,jean.esposito44@yahoo.com,France,2025-12-27,vegana
WILLIAM FERREIRA,william.ferreira682@icloud.com,Germany,2025-12-09,vegana
OMAR BIANCHI,omar.bianchi909@outlook.com,Italy,2024-10-14,senza glutine
david yamamoto,david.yamamoto794@icloud.com,USA,2024-11-28,vegetariana
Marco Silva,marco.silva292@gmail.com,UAE,2025-06-27,kosher
Olga Marino,olga.marino47@yahoo.com,UAE,2026-06-23,vegana
Marco Meyer,marco.meyer870@gmail.com,Japan,2026-07-07,vegetariana
Maria Patel,maria.patel896@outlook.com,Italy,2025-06-07,internazionale
Omar Garcia,omar.garcia748@outlook.com,USA,2026-03-06,italiana
john novak,john.novak907@gmail.com,Spain,2025-11-08,vegana
Kaczmarek Pierre,pierre.kaczmarek684@yahoo.com,Spain,2026-09-01,italiana
valentina weber,valentina.weber990@gmail.com,Netherlands,2024-11-27,senza glutine
Olivia Dubois,olivia.dubois845@gmail.com,UK,2025-10-07,vegana
Marie Conti,marie.conti953@gmail.com,Italy,2025-11-25,internazionale
Henri Nilsson,henri.nilsson50@icloud.com,Italy,2025-06-06,halal
Carlos Novak,carlos.novak532@icloud.com,Germany,2024-10-06,senza glutine
Olga Yamamoto,olga.yamamoto454@gmail.com,Germany,2024-10-11,senza glutine
JEAN KACZMAREK,jean.kaczmarek736@yahoo.com,Italy,2025-08-17,italiana
  Sara Kaczmarek  ,sara.kaczmarek655@outlook.com,UAE,2026-02-05,senza glutine
Amelia Ivanov,amelia.ivanov363@gmail.com,France,2026-02-14,internazionale
Singh Fatima,fatima.singh471@yahoo.com,Italy,2025-01-24,vegana
  Patricia Sharma  ,patricia.sharma458@icloud.com,UK,2026-07-01,italiana
andrea lopez,andrea.lopez696@gmail.com,Netherlands,2025-07-10,pesce
CAMILLE BERNARD,camille.bernard783@yahoo.com,UK,2026-08-23,vegana
Sara Esposito,sara.esposito183@gmail.com,UAE,2024-12-11,halal
Camille Sokolov,camille.sokolov861@outlook.com,USA,2026-06-20,senza glutine
Conti John,john.conti702@yahoo.com,UAE,2026-07-26,halal
ELENA FISCHER,elena.fischer392@yahoo.com,Switzerland,2026-06-13,halal
JEAN WEBER,jean.weber354@gmail.com,USA,2026-06-06,vegana
andrea bianchi,andrea.bianchi952@icloud.com,Italy,2025-07-02,vegana
OMAR SUZUKI,omar.suzuki159@outlook.com,Netherlands,2026-02-28,halal
VALENTINA MULLER,valentina.muller154@gmail.com,Japan,2025-11-10,pesce
DAVID GRECO,david.greco432@icloud.com,Netherlands,2025-08-03,halal
kenji lefevre,kenji.lefevre782@icloud.com,UAE,2026-09-06,halal
PIERRE BRUNO,pierre.bruno540@gmail.com,Spain,2025-05-24,halal
Federica Ricci,federica.ricci312@outlook.com,Switzerland,2025-07-28,internazionale
  Lucia Al-Rashid  ,lucia.al-rashid674@outlook.com,Spain,2026-07-23,kosher
  Thomas Muller  ,thomas.muller941@yahoo.com,Italy,2025-05-22,kosher
James Patel,james.patel80@gmail.com,France,2024-12-28,vegetariana
  Silvia Nilsson  ,silvia.nilsson723@outlook.com,France,2025-06-07,italiana
Marco Moreau,marco.moreau216@yahoo.com,UAE,2026-04-20,senza glutine
OLIVIA NAKAMURA,olivia.nakamura74@yahoo.com,UAE,2026-07-02,italiana
maria watanabe,maria.watanabe794@gmail.com,France,2024-12-09,vegana
david kowalski,david.kowalski52@outlook.com,Germany,2025-12-12,vegetariana
Kenji Yamamoto,kenji.yamamoto772@gmail.com,Italy,2025-10-28,vegetariana
Aiko Kobayashi,aiko.kobayashi87@yahoo.com,Netherlands,2026-01-10,vegetariana
luca lopez,luca.lopez728@outlook.com,Italy,2026-01-13,internazionale
Erik Meyer,erik.meyer210@yahoo.com,Switzerland,2026-08-20,vegana
EMMA AL-FARSI,emma.al-farsi135@outlook.com,UAE,2025-06-25,halal
  Camille Silva  ,camille.silva12@outlook.com,Spain,2025-06-02,senza glutine
MARCO FERRARI,marco.ferrari447@icloud.com,Netherlands,2025-11-12,internazionale
  Giorgia Colombo  ,giorgia.colombo693@yahoo.com,France,2025-08-05,halal
OLIVIA BIANCHI,olivia.bianchi35@gmail.com,Japan,2025-08-27,kosher
  Marco Muller  ,marco.muller813@yahoo.com,USA,2024-10-30,senza glutine
priya sokolov,priya.sokolov425@outlook.com,UK,2024-12-26,italiana
  Klaus Hassan  ,klaus.hassan320@icloud.com,UAE,2026-08-08,vegetariana
OLGA SUZUKI,olga.suzuki286@outlook.com,France,2024-10-29,internazionale
  Ingrid Ferrari  ,ingrid.ferrari894@yahoo.com,UK,2025-11-22,vegetariana
ahmed silva,ahmed.silva143@icloud.com,Japan,2026-04-14,vegana
EMMA WEBER,emma.weber577@icloud.com,Spain,2024-09-15,italiana
  Alessandro Andersen  ,alessandro.andersen395@gmail.com,USA,2025-03-10,internazionale
OMAR ESPOSITO,omar.esposito208@gmail.com,UK,2025-07-10,vegana
robert bruno,robert.bruno713@gmail.com,France,2025-09-13,kosher
sophie klein,sophie.klein681@icloud.com,Spain,2025-06-22,kosher
  Diego Klein  ,diego.klein510@icloud.com,UK,2025-12-26,halal
  Ekaterina Ferreira  ,ekaterina.ferreira392@outlook.com,Japan,2025-03-15,pesce
ARJUN NOWAK,arjun.nowak147@icloud.com,UK,2024-09-22,halal
francesco al-rashid,francesco.al-rashid399@icloud.com,Japan,2024-09-10,kosher
  Klaus Bernard  ,klaus.bernard755@gmail.com,Spain,2025-06-24,halal
Federica Silva,federica.silva660@icloud.com,Spain,2025-07-03,internazionale
OLGA MOREAU,olga.moreau477@icloud.com,Germany,2026-08-15,vegana
FATIMA FISCHER,fatima.fischer815@icloud.com,France,2024-10-03,italiana
Kenji Ricci,kenji.ricci333@icloud.com,Switzerland,2025-09-24,italiana
maria sharma,maria.sharma120@outlook.com,USA,2025-11-09,vegetariana
charlotte wagner,charlotte.wagner494@outlook.com,Germany,2026-02-13,vegetariana
OLGA KUMAR,olga.kumar664@icloud.com,Netherlands,2025-12-21,vegana
Omar Johnson,omar.johnson39@icloud.com,Netherlands,2024-09-14,senza glutine
  Lucia Al-Farsi  ,lucia.al-farsi400@gmail.com,Spain,2025-12-18,kosher
GIULIA IBRAHIM,giulia.ibrahim21@yahoo.com,UK,2025-06-13,vegana
james sharma,james.sharma218@icloud.com,UK,2026-05-04,kosher
erik nakamura,erik.nakamura148@yahoo.com,USA,2025-02-01,halal
SARA DUBOIS,sara.dubois556@yahoo.com,Italy,2026-03-03,internazionale
Giulia Hassan,giulia.hassan101@outlook.com,France,2025-12-14,italiana
astrid bruno,astrid.bruno586@gmail.com,Switzerland,2025-12-28,kosher
Conti Olivia,olivia.conti178@yahoo.com,France,2025-01-18,senza glutine
Arjun Wagner,arjun.wagner576@yahoo.com,Japan,2026-01-11,vegetariana
MATTEO HASSAN,matteo.hassan579@outlook.com,France,2026-03-26,halal
JOHN FERNANDEZ,john.fernandez101@outlook.com,UK,2025-09-04,vegetariana
giulia garcia,giulia.garcia784@outlook.com,UAE,2025-06-22,pesce
Henri Ferrari,henri.ferrari895@yahoo.com,USA,2025-01-08,halal
astrid watanabe,astrid.watanabe864@yahoo.com,Italy,2025-05-23,vegana
  Matteo Lefevre  ,matteo.lefevre690@outlook.com,Germany,2026-04-25,vegana
LUCA COSTA,luca.costa800@outlook.com,UK,2025-07-26,italiana
DAVID DUBOIS,david.dubois703@icloud.com,UAE,2026-02-17,pesce
youssef ricci,youssef.ricci46@outlook.com,Netherlands,2026-03-30,italiana
LUCA SINGH,luca.singh214@icloud.com,Switzerland,2026-01-16,vegetariana
Giorgia Kowalski,giorgia.kowalski25@outlook.com,Switzerland,2026-01-16,kosher
Ingrid Popov,ingrid.popov883@outlook.com,UK,2025-12-07,halal
Laura Bruno,laura.bruno776@gmail.com,Japan,2025-09-19,internazionale
